user_id,skills,experience_levels,skills_text,num_skills,primary_clusters,avg_experience
128,"['privacy', 'blockchain', 'specification (technical standard)', 'node.js', 'fundraising', 'phenomenon']","[5, 5, 4, 3, 3, 2]",privacy  blockchain  specification (technical standard)  node.js  fundraising  phenomenon,6,[6],3.6666666666666665
129,"['writing', 'philosophy', ""euler's totient function"", 'personal branding', 'strategic planning', 'population']","[3, 5, 2, 4, 1, 1]",writing  philosophy  euler's totient function  personal branding  strategic planning  population,6,[2],2.6666666666666665
130,"['nursing', 'social media marketing', 'mindfulness', 'training and development', 'law', 'node.js', 'front and back ends', 'bitcoin', 'molecular biology']","[4, 4, 3, 5, 3, 2, 2, 3, 2]",nursing  social media marketing  mindfulness  training and development  law  node.js  front and back ends  bitcoin  molecular biology,9,"[0, 2]",3.111111111111111
131,"['social network', 'brand', 'educational psychology', 'career']","[3, 5, 3, 2]",social network  brand  educational psychology  career,4,[0],3.25
132,"['materials', 'strategy', 'documents', 'data visualization', 'c programming', 'computer program']","[5, 5, 4, 2, 1, 3]",materials  strategy  documents  data visualization  c programming  computer program,6,"[3, 0]",3.3333333333333335
133,"['null coalescing operator', 'databases', 'proposition', 'experience', 'cash flow', 'war', 'arcgis', 'use case']","[5, 4, 3, 5, 5, 4, 4, 3]",null coalescing operator  databases  proposition  experience  cash flow  war  arcgis  use case,8,"[6, 0]",4.125
134,"['project planning', 'brand', 'natural language processing', 'essay writing', 'food science']","[3, 3, 4, 3, 1]",project planning  brand  natural language processing  essay writing  food science,5,[0],2.8
135,"['project', 'market (economics)', 'leadership and management', 'political science', 'decision tree', 'analysis data-science data-analysis', 'network security']","[5, 5, 4, 3, 2, 2, 1]",project  market (economics)  leadership and management  political science  decision tree  analysis data-science data-analysis  network security,7,[0],3.142857142857143
136,"['leadership and management', 'economics', 'negotiation', 'map', 'educational psychology', 'economy', 'object detection']","[5, 5, 3, 4, 2, 2, 3]",leadership and management  economics  negotiation  map  educational psychology  economy  object detection,7,"[0, 1]",3.4285714285714284
137,"['market segmentation', 'strategy', 'project management', 'communication', 'experimental design', 'english grammar', 'calibration']","[4, 3, 4, 3, 4, 4, 3]",market segmentation  strategy  project management  communication  experimental design  english grammar  calibration,7,[0],3.5714285714285716
138,"['data security', 'security', 'encryption', 'cloud platforms', 'performance', 'mapping', 'data mining']","[5, 5, 5, 4, 2, 2, 3]",data security  security  encryption  cloud platforms  performance  mapping  data mining,7,[6],3.7142857142857144
139,"['emergency', 'cancer', 'innovation', 'leadership and management', 'machine learning data-science machine-learning', 'listening', 'business process']","[5, 5, 5, 4, 3, 4, 2]",emergency  cancer  innovation  leadership and management  machine learning data-science machine-learning  listening  business process,7,"[4, 0]",4.0
140,"['python programming', 'map', 'data visualization', 'war', 'behavior', 'studentized residual']","[3, 4, 5, 3, 2, 3]",python programming  map  data visualization  war  behavior  studentized residual,6,[1],3.3333333333333335
141,"['logistic regression', 'machine learning', 'mathematical optimization', 'translation', 'balance sheet', 'arrays', 'personality']","[3, 4, 3, 2, 3, 1, 1]",logistic regression  machine learning  mathematical optimization  translation  balance sheet  arrays  personality,7,[1],2.4285714285714284
142,"['energy', 'geology', 'physics', 'human resources', 'observation', 'problem solving', 'history', 'japanese language']","[5, 4, 3, 4, 2, 3, 3, 2]",energy  geology  physics  human resources  observation  problem solving  history  japanese language,8,"[3, 0]",3.25
143,"['presentation', 'piano', 'business communication', 'hypothesis testing', 'collaboration', 'principle', 'virtual machine']","[4, 5, 5, 2, 2, 2, 1]",presentation  piano  business communication  hypothesis testing  collaboration  principle  virtual machine,7,[2],3.0
144,"['religion', 'language', 'teaching', 'illustration', 'brand', 'keras', 'finance business finance', 'bookkeeping']","[5, 3, 4, 5, 3, 4, 1, 1]",religion  language  teaching  illustration  brand  keras  finance business finance  bookkeeping,8,[2],3.25
145,"['recruitment', 'interview', 'android development', 'game design', 'unix', 'computer programming computer-science software-development', 'war', 'game theory', 'academic writing']","[4, 4, 4, 3, 3, 2, 3, 1, 3]",recruitment  interview  android development  game design  unix  computer programming computer-science software-development  war  game theory  academic writing,9,"[0, 5]",3.0
146,"['computer animation', 'virtual machine', 'security management', 'hashing', 'justice', 'scikit-learn', 'probability', 'lambda calculus']","[4, 4, 3, 4, 4, 3, 2, 2]",computer animation  virtual machine  security management  hashing  justice  scikit-learn  probability  lambda calculus,8,"[5, 6]",3.25
147,"['unix', 'numbers (spreadsheet)', 'type i and type ii errors', 'chart', 'mathematical optimization', 'chinese language', 'bias', 'apache']","[5, 4, 5, 5, 3, 2, 3, 3]",unix  numbers (spreadsheet)  type i and type ii errors  chart  mathematical optimization  chinese language  bias  apache,8,"[5, 1]",3.75
148,"['deep learning', 'natural language', 'influencing', 'creative writing', 'risk management', 'hashing']","[3, 5, 3, 3, 2, 3]",deep learning  natural language  influencing  creative writing  risk management  hashing,6,"[1, 0]",3.1666666666666665
149,"['cross-cultural communication', 'social media marketing', 'i-deas', 'digital marketing', 'web', 'anxiety']","[5, 4, 5, 5, 4, 2]",cross-cultural communication  social media marketing  i-deas  digital marketing  web  anxiety,6,[0],4.166666666666667
150,"['emotional intelligence', 'entrepreneurship', 'graphs', 'tensorflow', 'user interface design', 'language learning', 'aerospace engineering', 'biodiversity']","[5, 4, 3, 4, 3, 2, 1, 2]",emotional intelligence  entrepreneurship  graphs  tensorflow  user interface design  language learning  aerospace engineering  biodiversity,8,"[0, 1]",3.0
151,"['surgery', 'mental health', 'dnas', 'natural language', 'human learning', 'sorting', 'chord', 'bitcoin', 'data security']","[3, 5, 5, 4, 4, 2, 4, 1, 2]",surgery  mental health  dnas  natural language  human learning  sorting  chord  bitcoin  data security,9,"[4, 1]",3.3333333333333335
152,"['web', 'computer programming', 'video game development', '.properties', 'causality', 'jpeg', 'user interface design', 'r programming']","[3, 4, 4, 5, 2, 4, 1, 1]",web  computer programming  video game development  .properties  causality  jpeg  user interface design  r programming,8,[5],3.0
153,"['experience', 'supply chain', 'payments', 'databases', 'cryptocurrency', 'cloud platforms', 'regression', 'search engine optimization', 'epidemic']","[3, 3, 3, 5, 3, 5, 3, 3, 1]",experience  supply chain  payments  databases  cryptocurrency  cloud platforms  regression  search engine optimization  epidemic,9,"[0, 6]",3.2222222222222223
154,"['user interface', 'java annotation', 'user experience', 'computer programming', 'editing', 'sources', 'openfabrics alliance']","[3, 4, 5, 4, 3, 3, 3]",user interface  java annotation  user experience  computer programming  editing  sources  openfabrics alliance,7,[5],3.5714285714285716
155,"['supply chain', 'sales', 'enabling', 'leadership and management', 'hypothesis', 'internality', ""euler's totient function"", 'planning']","[5, 5, 3, 3, 3, 2, 2, 3]",supply chain  sales  enabling  leadership and management  hypothesis  internality  euler's totient function  planning,8,[0],3.25
156,"['benefits', 'project', 'random forest', 'modeling', 'machine learning', '.properties', 'cash flow']","[4, 4, 5, 5, 4, 2, 1]",benefits  project  random forest  modeling  machine learning  .properties  cash flow,7,"[0, 1]",3.5714285714285716
157,"['marketing plan', 'benefits', 'financial statement', 'cloud platforms', 'english language', 'plotly', 'opinion', 'data science']","[4, 5, 3, 5, 4, 4, 2, 1]",marketing plan  benefits  financial statement  cloud platforms  english language  plotly  opinion  data science,8,"[0, 6]",3.5
158,"['ordered pair', 'software', 'analysis', 'flow network', 'user interface', 'parent']","[3, 3, 3, 2, 2, 3]",ordered pair  software  analysis  flow network  user interface  parent,6,[5],2.6666666666666665
159,"['software engineering', 'internet of things', 'relational database', 'authentication', 'education', 'image processing', 'humanitarian']","[4, 4, 5, 3, 3, 3, 3]",software engineering  internet of things  relational database  authentication  education  image processing  humanitarian,7,"[5, 6]",3.5714285714285716
160,"['web', 'android development', 'flask', 'agile management', 'interview', 'leadership and management', 'data visualization', 'data model']","[4, 5, 3, 4, 4, 5, 3, 3]",web  android development  flask  agile management  interview  leadership and management  data visualization  data model,8,"[5, 0]",3.875
161,"['principle', 'process', 'web', 'javascript', 'problem solving', 'business intelligence', 'bias']","[4, 5, 4, 5, 5, 4, 2]",principle  process  web  javascript  problem solving  business intelligence  bias,7,"[0, 5]",4.142857142857143
162,"['randomness', 'time series', 'mathematics', 'human computer interaction', 'machine learning data-science machine-learning']","[3, 5, 3, 2, 2]",randomness  time series  mathematics  human computer interaction  machine learning data-science machine-learning,5,[1],3.0
163,"['strategy', 'business plan', 'public speaking', 'data mining', 'github', 'infection', 'software development process']","[3, 5, 5, 2, 2, 1, 3]",strategy  business plan  public speaking  data mining  github  infection  software development process,7,"[0, 2]",3.0
164,"['choice', 'investment', 'customer relationship management', 'data analysis data-science data-analysis', 'debugging', 'statistical analysis', 'chinese language']","[5, 3, 4, 2, 3, 1, 1]",choice  investment  customer relationship management  data analysis data-science data-analysis  debugging  statistical analysis  chinese language,7,[0],2.7142857142857144
165,"['ordered pair', 'adobe photoshop', 'python programming', 'bayesian', ""student's t-distribution"", 'externality', 'exercise']","[3, 4, 3, 3, 3, 2, 1]",ordered pair  adobe photoshop  python programming  bayesian  student's t-distribution  externality  exercise,7,"[5, 1]",2.7142857142857144
166,"['communication', 'competitiveness', 'marketing strategy', 'i-deas', 'convolution', 'brand', 'keras']","[4, 5, 3, 5, 2, 2, 3]",communication  competitiveness  marketing strategy  i-deas  convolution  brand  keras,7,[0],3.4285714285714284
167,"['accounting', 'market (economics)', 'artificial neural networks', 'interpretation', 'partnership']","[3, 4, 4, 2, 3]",accounting  market (economics)  artificial neural networks  interpretation  partnership,5,[0],3.2
168,"['materials', 'iteration', 'presentation', 'power electronics']","[3, 3, 3, 3]",materials  iteration  presentation  power electronics,4,"[3, 5]",3.0
169,"['anxiety', 'education', 'history', '.bit', 'test set']","[3, 5, 3, 3, 2]",anxiety  education  history  .bit  test set,5,[2],3.2
170,"['ordered pair', 'c programming', 'web', 'computer programming', 'machine learning data-science machine-learning', 'information security']","[4, 3, 4, 3, 3, 3]",ordered pair  c programming  web  computer programming  machine learning data-science machine-learning  information security,6,[5],3.3333333333333335
171,"['energy', 'causality', 'law', 'language', 'recursion', 'apache', 'evolution']","[5, 4, 5, 4, 4, 3, 2]",energy  causality  law  language  recursion  apache  evolution,7,"[3, 2]",3.857142857142857
172,"['employment', 'performance management', 'bias', 'machine learning data-science machine-learning', 'data type', 'user interface design']","[4, 3, 5, 4, 3, 2]",employment  performance management  bias  machine learning data-science machine-learning  data type  user interface design,6,[0],3.5
173,"['personal advertisement', 'tracking', 'evaluation', 'video editing', 'css', 'professional development', 'google cloud platform']","[5, 3, 4, 4, 2, 3, 3]",personal advertisement  tracking  evaluation  video editing  css  professional development  google cloud platform,7,"[0, 2]",3.4285714285714284
174,"[""euler's totient function"", 'health system', 'public health', 'funds', 'training']","[4, 5, 5, 4, 1]",euler's totient function  health system  public health  funds  training,5,"[1, 4]",3.8
175,"['market (economics)', 'experience', 'cloud platforms', 'unit testing', 'value proposition']","[4, 3, 3, 2, 1]",market (economics)  experience  cloud platforms  unit testing  value proposition,5,"[0, 6]",2.6
176,"['accounting', 'communication', 'digital marketing', 'latex', 'internality', 'forecasting']","[4, 4, 5, 4, 3, 2]",accounting  communication  digital marketing  latex  internality  forecasting,6,[0],3.6666666666666665
177,"['genomics', 'sustainability', 'human computer interaction', 'translation', 'mental health', 'html5']","[4, 4, 5, 2, 3, 3]",genomics  sustainability  human computer interaction  translation  mental health  html5,6,"[4, 5]",3.5
178,"['cost', 'leadership development', 'harmony', 'safety', 'organizational culture']","[3, 4, 2, 2, 2]",cost  leadership development  harmony  safety  organizational culture,5,[0],2.6
179,"['finance business finance', 'communication', 'leadership', 'language', 'predictive modelling', 'unix shells', 'perception']","[5, 4, 4, 5, 4, 2, 1]",finance business finance  communication  leadership  language  predictive modelling  unix shells  perception,7,"[0, 2]",3.5714285714285716
180,"['web development', 'mergers & acquisitions', 'microsoft excel', 'speech', 'quantum mechanics']","[5, 3, 4, 2, 2]",web development  mergers & acquisitions  microsoft excel  speech  quantum mechanics,5,"[5, 0]",3.2
181,"['sql', 'smart contract', 'ethereum', 'virtual machine', 'creativity', 'usability', 'apache spark']","[5, 5, 5, 4, 4, 2, 3]",sql  smart contract  ethereum  virtual machine  creativity  usability  apache spark,7,[6],4.0
182,"['mobile development', 'node.js', 'ordered pair', 'project management', 'speech', 'linear model']","[3, 5, 5, 4, 2, 3]",mobile development  node.js  ordered pair  project management  speech  linear model,6,[5],3.6666666666666665
183,"['web page', 'ios development', 'computer programming', 'matlab', 'gratitude', 'problem solving', 'debugging']","[4, 4, 3, 2, 2, 1, 2]",web page  ios development  computer programming  matlab  gratitude  problem solving  debugging,7,[5],2.5714285714285716
184,"['biology', 'healing', 'bioinformatics', 'exercise', 'team management', 'personal branding', 'deep learning']","[4, 3, 5, 3, 3, 3, 1]",biology  healing  bioinformatics  exercise  team management  personal branding  deep learning,7,[4],3.142857142857143
185,"['regression', 'r programming', 'human learning', 'studentized residual', 'java annotation', 'business strategy']","[5, 4, 4, 3, 4, 2]",regression  r programming  human learning  studentized residual  java annotation  business strategy,6,[1],3.6666666666666665
186,"['leadership', 'advertising', 'tensorflow', 'child', 'war', 'parenting']","[5, 3, 4, 4, 2, 3]",leadership  advertising  tensorflow  child  war  parenting,6,[0],3.5
187,"['inflation', 'leadership and management', 'product development', 'culture', 'correlation and dependence', 'software', 'organizing (management)', 'test automation']","[5, 3, 5, 5, 2, 3, 3, 2]",inflation  leadership and management  product development  culture  correlation and dependence  software  organizing (management)  test automation,8,[0],3.5
188,"['cloud platforms', 'deployment environment', 'english language', 'gratitude', 'market (economics)', 'opencv', 'computer programming']","[4, 3, 5, 4, 4, 2, 2]",cloud platforms  deployment environment  english language  gratitude  market (economics)  opencv  computer programming,7,"[6, 2]",3.4285714285714284
189,"['child', 'teaching method', 'photography', 'art', 'general statistics', 'maximization (psychology)', 'big data', 'epidemic']","[5, 3, 5, 4, 2, 3, 1, 1]",child  teaching method  photography  art  general statistics  maximization (psychology)  big data  epidemic,8,[2],3.0
190,"['project', 'influencing', 'behavior', 'general statistics', 'mobile development', 'harmony', 'presentation']","[5, 5, 5, 3, 2, 2, 2]",project  influencing  behavior  general statistics  mobile development  harmony  presentation,7,[0],3.4285714285714284
191,"['risk management', 'culture', 'scrum (software development)', 'causality', 'stress']","[5, 5, 2, 2, 2]",risk management  culture  scrum (software development)  causality  stress,5,[0],3.2
192,"['chemistry', 'renewable energy', 'machine learning data-science machine-learning', 'death', 'genomics', 'predictive analytics']","[3, 3, 3, 2, 3, 3]",chemistry  renewable energy  machine learning data-science machine-learning  death  genomics  predictive analytics,6,[3],2.8333333333333335
193,"['entrepreneurship', 'finance', 'behavior', 'peer review', 'chi-squared distribution', 'meditation', 'organizational culture', 'saving']","[3, 4, 3, 3, 4, 3, 3, 3]",entrepreneurship  finance  behavior  peer review  chi-squared distribution  meditation  organizational culture  saving,8,[0],3.25
194,"['operations management', 'innovation', 'performance', 'business writing', 'opencv', 'null coalescing operator', 'power electronics']","[5, 5, 3, 3, 4, 2, 2]",operations management  innovation  performance  business writing  opencv  null coalescing operator  power electronics,7,[0],3.4285714285714284
195,"['surgery', 'therapy', 'patient', 'photography', '.bit']","[4, 3, 5, 2, 3]",surgery  therapy  patient  photography  .bit,5,[4],3.4
196,"['language', 'guitar', 'music', 'cross-cultural communication', 'computer vision', 'html', 'spreadsheet']","[5, 3, 4, 3, 2, 2, 3]",language  guitar  music  cross-cultural communication  computer vision  html  spreadsheet,7,[2],3.142857142857143
197,"['python programming', 'pandas', 'measurement', 'web service', 'informatics', 'bigquery']","[5, 5, 5, 4, 4, 1]",python programming  pandas  measurement  web service  informatics  bigquery,6,[1],4.0
198,"['personal branding', 'employment', 'software', 'recursively enumerable set', 'javascript', 'bible', 'regression', 'geometry']","[3, 5, 3, 5, 5, 2, 3, 3]",personal branding  employment  software  recursively enumerable set  javascript  bible  regression  geometry,8,"[0, 5]",3.625
199,"['leadership and management', 'social media', 'customer experience', 'performance management', 'anthropology', 'javascript', 'continuous function']","[5, 5, 3, 4, 4, 4, 1]",leadership and management  social media  customer experience  performance management  anthropology  javascript  continuous function,7,[0],3.7142857142857144
200,"['global', 'agriculture', 'climate change', 'reinforcement learning', 'anatomy', 'feature engineering']","[4, 3, 3, 3, 2, 2]",global  agriculture  climate change  reinforcement learning  anatomy  feature engineering,6,[4],2.8333333333333335
201,"['numpy', 'convolutional neural network', 'python programming', 'leadership and management', 'religion', 'bigquery', 'case study']","[5, 5, 4, 4, 2, 3, 1]",numpy  convolutional neural network  python programming  leadership and management  religion  bigquery  case study,7,[1],3.4285714285714284
202,"['strategy', 'economics', 'leadership and management', 'social media', 'training', 'critical thinking', 'value proposition', 'numbers (spreadsheet)']","[3, 4, 5, 4, 2, 4, 3, 3]",strategy  economics  leadership and management  social media  training  critical thinking  value proposition  numbers (spreadsheet),8,[0],3.5
203,"['entrepreneurship', 'documents', 'linearity', 'tensorflow', 'japanese language', 'chaining']","[5, 4, 3, 5, 4, 1]",entrepreneurship  documents  linearity  tensorflow  japanese language  chaining,6,"[0, 1]",3.6666666666666665
204,"['strategy', 'demand', 'leadership development', 'python programming', 'agile software development', 'human voice', 'internet']","[3, 4, 4, 4, 3, 3, 2]",strategy  demand  leadership development  python programming  agile software development  human voice  internet,7,"[0, 1]",3.2857142857142856
205,"['language', 'crime', 'art history', 'c sharp (programming language)', 'data clustering algorithms']","[4, 4, 5, 4, 2]",language  crime  art history  c sharp (programming language)  data clustering algorithms,5,[2],3.8
206,"['modeling', 'regression', 'data analysis', 'html', 'recruitment']","[3, 3, 4, 3, 2]",modeling  regression  data analysis  html  recruitment,5,[1],3.0
207,"['behavioral economics', 'chaining', 'employment', 'c programming', 'process', 'experience']","[5, 5, 5, 3, 2, 2]",behavioral economics  chaining  employment  c programming  process  experience,6,[0],3.6666666666666665
208,"[""euler's totient function"", 'general statistics', 'education', 'booking', 'behavior', 'permutations', 'teaching']","[3, 4, 3, 3, 4, 1, 3]",euler's totient function  general statistics  education  booking  behavior  permutations  teaching,7,"[1, 2]",3.0
209,"['web', 'scrum (software development)', 'business process', 'matlab', 'safety', 'geometry']","[4, 3, 3, 4, 1, 3]",web  scrum (software development)  business process  matlab  safety  geometry,6,[5],3.0
210,"['health care', 'biodiversity', 'healing', 'epidemic', 'augmented assignment', 'organizational structure', 'debugging', 'decision making']","[4, 5, 3, 5, 2, 2, 2, 2]",health care  biodiversity  healing  epidemic  augmented assignment  organizational structure  debugging  decision making,8,[4],3.125
211,"['data security', 'agile management', 'javascript', 'recurrent neural network', 'terrorism']","[4, 3, 4, 2, 1]",data security  agile management  javascript  recurrent neural network  terrorism,5,"[6, 0]",2.8
212,"['language', 'databases', 'display devices', 'deep learning', 'active listening', 'data mining']","[3, 5, 4, 3, 2, 3]",language  databases  display devices  deep learning  active listening  data mining,6,"[2, 6]",3.3333333333333335
213,"['business communication', 'guitar', 'instructional design', 'externality', 'data clustering algorithms', 'predictive analytics', 'web development']","[3, 3, 4, 4, 2, 2, 1]",business communication  guitar  instructional design  externality  data clustering algorithms  predictive analytics  web development,7,"[2, 0]",2.7142857142857144
214,"['sap erp', 'cloud storage', 'security', 'asset', 'java annotation', 'data analysis data-science data-analysis', 'tailored access operations']","[5, 4, 4, 4, 4, 2, 3]",sap erp  cloud storage  security  asset  java annotation  data analysis data-science data-analysis  tailored access operations,7,[6],3.7142857142857144
215,"['beam robotics', 'rendering (computer graphics)', 'geometry', 'chemistry', 'experience', 'jpeg', 'user interface', 'compiler']","[3, 5, 4, 5, 3, 2, 2, 2]",beam robotics  rendering (computer graphics)  geometry  chemistry  experience  jpeg  user interface  compiler,8,[3],3.25
216,"['big data', 'security', 'debugging', 'chaining', 'religion']","[5, 4, 2, 3, 1]",big data  security  debugging  chaining  religion,5,[6],3.0
217,"['leadership', 'facilitation', 'c sharp (programming language)', 'tensorflow', 'justice']","[4, 3, 2, 2, 1]",leadership  facilitation  c sharp (programming language)  tensorflow  justice,5,[0],2.4
218,"['convolution', 'deep learning', 'long short-term memory', 'machine learning', 'user (computing)', 'taxes', 'film']","[3, 3, 4, 5, 4, 4, 1]",convolution  deep learning  long short-term memory  machine learning  user (computing)  taxes  film,7,[1],3.4285714285714284
219,"['accounting', 'procurement', 'feature engineering', 'data structures', 'probability']","[5, 3, 3, 3, 1]",accounting  procurement  feature engineering  data structures  probability,5,[0],3.0
220,"['language', 'film', 'randomness', 'exploratory data analysis']","[5, 3, 3, 1]",language  film  randomness  exploratory data analysis,4,[2],3.0
221,"['personal advertisement', 'risk', 'schedule', 'privacy', 'arduino', 'cloud platforms', 'sports', 'terrorism']","[3, 3, 5, 3, 5, 5, 4, 3]",personal advertisement  risk  schedule  privacy  arduino  cloud platforms  sports  terrorism,8,"[0, 6]",3.875
222,"['global', 'molecular biology', 'circular economy', 'agile management', 'jpeg']","[5, 5, 4, 2, 3]",global  molecular biology  circular economy  agile management  jpeg,5,[4],3.8
223,"['strategy', 'communication', 'project', 'user experience', 'analysis data-science data-analysis', 'databases', 'confidence']","[4, 3, 3, 4, 4, 1, 3]",strategy  communication  project  user experience  analysis data-science data-analysis  databases  confidence,7,[0],3.142857142857143
224,"['interfaces', 'agriculture', 'sustainability', 'entry point', 'authority']","[5, 4, 5, 3, 2]",interfaces  agriculture  sustainability  entry point  authority,5,"[5, 4]",3.8
225,"['bookkeeping', 'theory of relativity', 'ggplot2', 'email', 'psychologies']","[5, 4, 4, 3, 1]",bookkeeping  theory of relativity  ggplot2  email  psychologies,5,"[0, 3]",3.4
226,"['linguistics', 'korean language', 'marketing', 'generation', 'family']","[3, 4, 3, 2, 2]",linguistics  korean language  marketing  generation  family,5,[2],2.8
227,"['analysis', 'user interface design', 'web application', 'php', 'performance', 'law', 'mongodb', 'lecture']","[5, 5, 5, 3, 4, 2, 3, 3]",analysis  user interface design  web application  php  performance  law  mongodb  lecture,8,"[1, 5]",3.75
228,"['sql', 'energy', 'computer-aided design', 'physics', 'general statistics', 'data analysis data-science data-analysis']","[4, 4, 5, 3, 3, 3]",sql  energy  computer-aided design  physics  general statistics  data analysis data-science data-analysis,6,"[6, 3]",3.6666666666666665
229,"['audience', 'email writing', 'algorithms', 'linear regression', 'modeling', 'business plan', 'lesson plan', 'apache']","[5, 5, 5, 3, 3, 2, 3, 3]",audience  email writing  algorithms  linear regression  modeling  business plan  lesson plan  apache,8,"[2, 1]",3.625
230,"['java (software platform)', 'web application', 'unix', 'choice', 'perception', 'statistical analysis']","[3, 5, 4, 3, 2, 3]",java (software platform)  web application  unix  choice  perception  statistical analysis,6,[5],3.3333333333333335
231,"['data clustering algorithms', 'studentized residual', 'analysis', 'project management', 'purchasing', 'experience', 'ios development', 'test set']","[3, 4, 4, 4, 3, 4, 3, 3]",data clustering algorithms  studentized residual  analysis  project management  purchasing  experience  ios development  test set,8,"[1, 0]",3.5
232,"['databases', 'analysis', 'mathematics', 'human learning', 'saving', 'verification and validation', 'business strategy']","[5, 3, 3, 3, 3, 1, 3]",databases  analysis  mathematics  human learning  saving  verification and validation  business strategy,7,"[6, 1]",3.0
233,"['social media', 'i-deas', 'marketing', 'data structures', 'chinese language', 'disease', 'data mining']","[5, 5, 4, 4, 3, 2, 1]",social media  i-deas  marketing  data structures  chinese language  disease  data mining,7,"[0, 5]",3.4285714285714284
234,"['protein', 'physiology', 'microsoft excel', 'java (software platform)', 'sources']","[3, 3, 3, 1, 3]",protein  physiology  microsoft excel  java (software platform)  sources,5,[4],2.6
235,"['measurement', 'modeling', 'data analysis', 'operating systems', 'nursing', 'time series']","[3, 4, 5, 3, 3, 1]",measurement  modeling  data analysis  operating systems  nursing  time series,6,[1],3.1666666666666665
236,"['estimation', 'general statistics', 'probability', 'iteration', 'bookkeeping', 'r&d management', 'approximation']","[3, 3, 5, 2, 3, 3, 1]",estimation  general statistics  probability  iteration  bookkeeping  r&d management  approximation,7,[1],2.857142857142857
237,"['data analysis', 'machine learning data-science machine-learning', 'market segmentation', 'usability', 'entry point', 'neuroscience']","[3, 5, 4, 4, 3, 1]",data analysis  machine learning data-science machine-learning  market segmentation  usability  entry point  neuroscience,6,[1],3.3333333333333335
238,"['confidence', 'mathematics', 'measurement', 'analytics', 'illustration', 'sociology']","[4, 3, 5, 5, 2, 2]",confidence  mathematics  measurement  analytics  illustration  sociology,6,[1],3.5
239,"['general statistics', 'analysis', 'data model', 'representational state transfer', 'supply chain', 'interaction design', 'english grammar']","[5, 5, 4, 4, 2, 2, 1]",general statistics  analysis  data model  representational state transfer  supply chain  interaction design  english grammar,7,"[1, 6]",3.2857142857142856
240,"['grammar', 'law', 'english language', 'maximization (psychology)', 'project mine', 'image processing']","[4, 3, 5, 3, 2, 3]",grammar  law  english language  maximization (psychology)  project mine  image processing,6,[2],3.3333333333333335
241,"['software', 'html5', 'stack (abstract data type)', 'display devices', 'thought', 'business writing', 'specification (technical standard)']","[5, 5, 3, 3, 3, 4, 2]",software  html5  stack (abstract data type)  display devices  thought  business writing  specification (technical standard),7,[5],3.5714285714285716
242,"['cloud computing', 'analysis', 'data analysis', 'sales management', 'philosophy']","[3, 4, 5, 2, 1]",cloud computing  analysis  data analysis  sales management  philosophy,5,"[6, 1]",3.0
243,"['international relations', 'terrorism', 'data analysis data-science data-analysis', 'e-nable', 'statistical analysis']","[3, 3, 4, 2, 1]",international relations  terrorism  data analysis data-science data-analysis  e-nable  statistical analysis,5,[2],2.6
244,"['email', 'resource', 'display devices', 'user experience', 'advertising', 'jpeg', 'mobile development', 'numbers (spreadsheet)']","[3, 3, 3, 3, 3, 4, 2, 3]",email  resource  display devices  user experience  advertising  jpeg  mobile development  numbers (spreadsheet),8,"[2, 5]",3.0
245,"['influencing', 'risk', 'innovation', 'presentation', 'probability', 'circular economy']","[3, 3, 4, 4, 4, 2]",influencing  risk  innovation  presentation  probability  circular economy,6,[0],3.3333333333333335
246,"['software testing', 'syntax', 'flask', 'memory', 'supply chain', 'trigonometric integral', 'health policy']","[4, 3, 3, 4, 4, 4, 3]",software testing  syntax  flask  memory  supply chain  trigonometric integral  health policy,7,[5],3.5714285714285716
247,"['download', 'web', 'arcgis', 'r programming', 'teaching method', 'business', 'test case']","[5, 4, 5, 4, 2, 3, 2]",download  web  arcgis  r programming  teaching method  business  test case,7,"[5, 1]",3.5714285714285716
248,"['business writing', 'psychology', 'audience', 'agile management', 'mysql']","[5, 4, 5, 2, 3]",business writing  psychology  audience  agile management  mysql,5,[2],3.8
249,"['numpy', ""euler's totient function"", 'human learning', 'web development', 'virtual reality', 'nursing', 'hypothesis', 'databases']","[3, 3, 5, 4, 3, 3, 3, 3]",numpy  euler's totient function  human learning  web development  virtual reality  nursing  hypothesis  databases,8,"[1, 5]",3.375
250,"['data model', 'cloud computing', 'arduino', 'security', 'swift programming', 'computer programming computer-science software-development', 'ethereum']","[5, 3, 5, 3, 3, 2, 3]",data model  cloud computing  arduino  security  swift programming  computer programming computer-science software-development  ethereum,7,[6],3.4285714285714284
251,"['project', 'product management', 'product development', 'market (economics)', 'logistic regression', 'stock']","[4, 3, 4, 5, 4, 1]",project  product management  product development  market (economics)  logistic regression  stock,6,[0],3.5
252,"['mobile development', 'c++', 'interfaces', 'computer programming', 'time management', 'rstudio', 'confidence', 'compiler']","[5, 3, 3, 5, 3, 2, 1, 1]",mobile development  c++  interfaces  computer programming  time management  rstudio  confidence  compiler,8,[5],2.875
253,"['culture', 'performance', 'computer program', 'agile software development', 'semantics', 'experiment', 'mindfulness', 'population', 'software engineering']","[5, 4, 4, 3, 5, 3, 4, 3, 1]",culture  performance  computer program  agile software development  semantics  experiment  mindfulness  population  software engineering,9,"[0, 5]",3.5555555555555554
