user_id,interests,interests_text,num_interests,math_grade,science_grade,language_grade,overall_grade
177,"['business law', 'korean language', 'six sigma', 'mergers & acquisitions', 'investment', 'video editing']",business law  korean language  six sigma  mergers & acquisitions  investment  video editing,6,55.06,74.21,60.47,63.25
178,"['software', 'arrays', 'user interface', 'bookkeeping', 'financial accounting', 'war']",software  arrays  user interface  bookkeeping  financial accounting  war,6,67.18,75.57,64.68,69.14
179,"['externality', 'calibration', 'persona (user experience)', 'chart', 'web application']",externality  calibration  persona (user experience)  chart  web application,5,70.39,87.08,68.08,75.18
180,"['piano', 'death', 'innovation']",piano  death  innovation,3,85.03,61.44,81.36,75.94
181,"['authority', 'journalism', 'behavioral economics']",authority  journalism  behavioral economics,3,92.3,45.34,65.44,67.69
182,"['market segmentation', 'mechanical engineering', 'performance', 'crisis', 'foreign policy']",market segmentation  mechanical engineering  performance  crisis  foreign policy,5,81.92,72.56,79.45,77.98
183,"['operating systems', 'strategic planning', 'disease', 'deep learning', 'design thinking', 'business communication', 'unit testing']",operating systems  strategic planning  disease  deep learning  design thinking  business communication  unit testing,7,67.75,76.04,73.13,72.31
184,"['user research', 'fluid mechanics', 'recursively enumerable set', 'tailored access operations', 'creative writing', 'film']",user research  fluid mechanics  recursively enumerable set  tailored access operations  creative writing  film,6,89.01,78.05,79.05,82.04
185,"['wireless', 'genetics', 'probability density function', 'genomics', 'adaptation', 'product management']",wireless  genetics  probability density function  genomics  adaptation  product management,6,70.06,69.15,69.81,69.67
186,"['solar systems', 'data mining', 'budget', 'physics', 'listening']",solar systems  data mining  budget  physics  listening,5,79.73,69.95,78.48,76.05
187,"['innovation', 'writing', 'patient', 'game theory', 'principle', 'intellectual', 'electronics']",innovation  writing  patient  game theory  principle  intellectual  electronics,7,99.9,85.45,71.09,85.48
188,"['python programming data-science machine-learning', 'circular economy', 'financial statement', 'methodology', 'supply chain', 'market segmentation']",python programming data-science machine-learning  circular economy  financial statement  methodology  supply chain  market segmentation,6,89.41,70.1,50.54,70.02
189,"['inflation', 'android studio', 'negotiation', 'health policy', 'active listening', 'strategic planning', 'average']",inflation  android studio  negotiation  health policy  active listening  strategic planning  average,7,62.9,52.55,70.78,62.08
190,"['recursion', 'hypothesis', 'feature engineering', 'trigonometric integral', 'machine learning data-science machine-learning', ""euler's totient function"", 'web page']",recursion  hypothesis  feature engineering  trigonometric integral  machine learning data-science machine-learning  euler's totient function  web page,7,75.22,95.12,78.92,83.09
191,"['user story', 'game theory', 'convolutional neural network', 'virtual machine']",user story  game theory  convolutional neural network  virtual machine,4,72.37,84.95,48.47,68.6
192,"['video game development', 'asset', 'internality']",video game development  asset  internality,3,77.83,84.25,57.26,73.11
193,"['architecture', 'syntax', 'materials', 'confidence', 'calibration', 'inflation']",architecture  syntax  materials  confidence  calibration  inflation,6,88.73,79.06,70.02,79.27
194,"['organizational culture', 'design thinking', 'email writing', 'conflict resolution', 'social work']",organizational culture  design thinking  email writing  conflict resolution  social work,5,82.59,100.0,77.18,86.59
195,"['semantics', 'relational database', 'health care', 'databases', 'geology']",semantics  relational database  health care  databases  geology,5,77.98,69.49,64.8,70.76
196,"['inflation', 'leadership development', 'cloud storage', 'project data-science data-analysis', 'business analysis', 'cost']",inflation  leadership development  cloud storage  project data-science data-analysis  business analysis  cost,6,84.96,64.73,75.86,75.18
197,"['network security', 'stack (abstract data type)', 'mathematical model', 'calibration']",network security  stack (abstract data type)  mathematical model  calibration,4,69.27,80.75,79.0,76.34
198,"['agile software development', 'grammar', 'social media marketing', 'computer animation', 'prevention', 'matlab']",agile software development  grammar  social media marketing  computer animation  prevention  matlab,6,87.45,68.88,71.76,76.03
199,"['target audience', 'methodology', 'wireless', 'maximization (psychology)', 'civil engineering']",target audience  methodology  wireless  maximization (psychology)  civil engineering,5,63.25,69.67,79.53,70.82
200,"['project plan', 'anthropology', 'user research', 'statistical inference']",project plan  anthropology  user research  statistical inference,4,84.08,63.93,85.44,77.82
201,"['unit testing', 'evolution', 'bioinformatics', 'web development', 'product development']",unit testing  evolution  bioinformatics  web development  product development,5,91.27,79.96,97.52,89.58
202,"['online learning', 'coaching', 'correlation and dependence', 'authentication', 'art history']",online learning  coaching  correlation and dependence  authentication  art history,5,65.71,60.06,53.66,59.81
203,"['receiving', 'cluster analysis', 'change management', 'financial accounting', 'social network']",receiving  cluster analysis  change management  financial accounting  social network,5,92.95,82.85,74.33,83.38
204,"['modulo operation', 'presentation', 'matrices', 'sociology']",modulo operation  presentation  matrices  sociology,4,78.36,61.49,100.0,79.95
205,"['teaching method', 'data analysis', 'ordered pair', 'chemical engineering', 'random forest', 'user (computing)']",teaching method  data analysis  ordered pair  chemical engineering  random forest  user (computing),6,76.55,76.31,83.71,78.86
206,"['html5', 'arcgis', 'matrices', 'ethereum', 'piano', 'planning']",html5  arcgis  matrices  ethereum  piano  planning,6,80.77,77.69,65.51,74.66
207,"['marketing strategy', 'chemical engineering', 'mathematics', 'software testing']",marketing strategy  chemical engineering  mathematics  software testing,4,80.66,97.58,91.15,89.8
208,"['bigquery', 'neuroscience', 'health system', 'ecology', 'computational biology']",bigquery  neuroscience  health system  ecology  computational biology,5,94.12,68.87,63.12,75.37
209,"['cancer', 'entry point', 'writing', 'therapy', 'android development', 'awareness']",cancer  entry point  writing  therapy  android development  awareness,6,73.49,75.67,88.13,79.1
210,"['forecasting', 'computer graphics', 'strategic management', 'employment', 'bookkeeping']",forecasting  computer graphics  strategic management  employment  bookkeeping,5,54.69,93.35,73.1,73.72
211,"['encryption', 'teaching', 'estimation', 'finance', 'korean language', 'cross-cultural communication', 'theory of relativity']",encryption  teaching  estimation  finance  korean language  cross-cultural communication  theory of relativity,7,69.88,62.85,55.14,62.62
212,"['healthcare management', 'crime', 'computer-aided design']",healthcare management  crime  computer-aided design,3,84.88,75.88,59.52,73.43
213,"['game theory', 'design pattern', 'clinical study design', 'anxiety', 'confidence', 'agriculture', 'market research']",game theory  design pattern  clinical study design  anxiety  confidence  agriculture  market research,7,59.46,70.97,95.03,75.15
214,"['team management', 'javascript', 'algorithms', 'design pattern']",team management  javascript  algorithms  design pattern,4,71.88,56.96,72.05,66.97
215,"['banking', 'computer program', 'parenting', 'scrum (software development)', 'cloud platforms']",banking  computer program  parenting  scrum (software development)  cloud platforms,5,71.73,42.64,74.35,62.9
216,"['psychology', 'political science', 'marketing plan']",psychology  political science  marketing plan,3,72.23,83.35,97.19,84.26
217,"['test automation', 'climate change', 'predictive analytics', 'religion', 'evolution', 'use case', 'augmented assignment']",test automation  climate change  predictive analytics  religion  evolution  use case  augmented assignment,7,88.52,71.77,61.72,74.0
218,"['integral', 'probability', 'approximation error', 'bigquery', 'public-key cryptography', 'numbers (spreadsheet)', 'pedagogy']",integral  probability  approximation error  bigquery  public-key cryptography  numbers (spreadsheet)  pedagogy,7,100.0,75.71,75.17,83.63
219,"['randomness', 'piano', 'budget']",randomness  piano  budget,3,74.71,77.38,73.27,75.12
220,"['java annotation', 'troubleshooting', 'cross-cultural communication']",java annotation  troubleshooting  cross-cultural communication,3,68.12,68.44,74.61,70.39
221,"['computer program', 'health policy', 'verification and validation']",computer program  health policy  verification and validation,3,68.48,66.45,76.28,70.4
222,"['sound', 'journalism', 'methodology', 'therapy', 'semantics', 'inference', 'presentation']",sound  journalism  methodology  therapy  semantics  inference  presentation,7,71.94,93.05,43.19,69.39
223,"['training and development', 'perception', 'chemical engineering', 'cloud storage', 'specification (technical standard)', 'essay writing', 'predictive analytics']",training and development  perception  chemical engineering  cloud storage  specification (technical standard)  essay writing  predictive analytics,7,88.1,89.95,50.12,76.06
224,"['opinion', 'lecture', 'presentation', 'news']",opinion  lecture  presentation  news,4,70.89,70.54,58.11,66.51
225,"['causality', 'internet of things', 'peer review', 'genomics', 'mechanical engineering', 'customer experience']",causality  internet of things  peer review  genomics  mechanical engineering  customer experience,6,65.67,61.67,96.03,74.46
226,"['blockchain', 'cancer', 'business writing', 'case study', 'performance management', 'chaining']",blockchain  cancer  business writing  case study  performance management  chaining,6,86.23,90.26,83.66,86.72
227,"['computer-aided design', 'sql', 'big data', 'teaching', 'stock']",computer-aided design  sql  big data  teaching  stock,5,61.45,68.71,80.87,70.34
228,"['kubernetes', 'computational biology', 'openfabrics alliance', 'map', 'path (variable)', 'balance sheet', 'hypothesis testing']",kubernetes  computational biology  openfabrics alliance  map  path (variable)  balance sheet  hypothesis testing,7,60.33,83.56,72.12,72.0
229,"['internet', 'machine learning data-science machine-learning', 'choice', 'switches', 'research methods', 'entry point', 'data analysis']",internet  machine learning data-science machine-learning  choice  switches  research methods  entry point  data analysis,7,70.5,83.53,80.33,78.12
230,"['experiment', 'civil engineering', 'long short-term memory', 'sql', 'mathematics', 'cloud storage']",experiment  civil engineering  long short-term memory  sql  mathematics  cloud storage,6,70.67,88.91,62.03,73.87
231,"['surgery', 'exploratory data analysis', 'penetration test', 'statistical inference', 'utility']",surgery  exploratory data analysis  penetration test  statistical inference  utility,5,82.39,82.12,71.29,78.6
232,"['stack (abstract data type)', 'anxiety', 'type i and type ii errors', 'gratitude', 'application programming interfaces', 'disease', 'health care']",stack (abstract data type)  anxiety  type i and type ii errors  gratitude  application programming interfaces  disease  health care,7,78.91,59.99,86.09,75.0
233,"['lecture', 'machine learning', 'accuracy and precision', 'display devices', 'creative writing']",lecture  machine learning  accuracy and precision  display devices  creative writing,5,72.78,68.73,87.59,76.37
234,"['null coalescing operator', 'brainstorming', 'cost benefit analysis', 'web application', 'approximation error', 'cancer', 'semantics']",null coalescing operator  brainstorming  cost benefit analysis  web application  approximation error  cancer  semantics,7,66.55,58.1,56.32,60.32
235,"['medicine', 'pandas', 'presentation', 'linear model']",medicine  pandas  presentation  linear model,4,82.27,59.63,96.06,79.32
236,"['matplotlib', 'internet', 'journalism', 'strategy']",matplotlib  internet  journalism  strategy,4,50.02,95.36,77.53,74.3
237,"['business strategy', 'banking', 'data analysis data-science data-analysis', 'data mining', 'user interface', 'average', 'business model canvas']",business strategy  banking  data analysis data-science data-analysis  data mining  user interface  average  business model canvas,7,73.84,68.46,79.79,74.03
238,"['physiology', 'patient', 'qualitative research', 'trigonometric integral', 'physics']",physiology  patient  qualitative research  trigonometric integral  physics,5,74.55,88.24,76.37,79.72
239,"['health care', 'essay writing', 'risk management', 'cloud platforms', 'listening', 'perception']",health care  essay writing  risk management  cloud platforms  listening  perception,6,76.8,70.64,74.32,73.92
240,"['human voice', 'test automation', 'quantum mechanics']",human voice  test automation  quantum mechanics,3,78.69,54.48,58.82,64.0
241,"['interfaces', 'authentication', 'evaluation', 'natural language processing', 'time management', 'behavior', 'acoustics']",interfaces  authentication  evaluation  natural language processing  time management  behavior  acoustics,7,83.92,77.05,72.79,77.92
242,"['integral', 'entrepreneurship', 'convolutional neural network', 'genomics']",integral  entrepreneurship  convolutional neural network  genomics,4,75.22,79.17,68.52,74.31
243,"['keras', 'communication', 'acoustics', 'recursively enumerable set', 'perception']",keras  communication  acoustics  recursively enumerable set  perception,5,65.66,77.35,63.26,68.76
244,"['computer vision', 'mergers & acquisitions', 'simulation', 'feature engineering']",computer vision  mergers & acquisitions  simulation  feature engineering,4,79.9,54.57,87.35,73.94
245,"['statistical classification', 'map', 'brand management', 'network security', 'audit', 'personal branding', 'analytics']",statistical classification  map  brand management  network security  audit  personal branding  analytics,7,80.67,78.07,86.79,81.85
246,"['business case', 'internet of things', 'sustainable business', 'penetration test', 'surgery', 'nutrition']",business case  internet of things  sustainable business  penetration test  surgery  nutrition,6,94.99,87.17,52.91,78.36
247,"['identity management', 'cloud storage', 'nutrition', 'android development', 'journalism', 'deep learning data-science machine-learning']",identity management  cloud storage  nutrition  android development  journalism  deep learning data-science machine-learning,6,59.65,67.5,75.31,67.49
248,"['problem solving', 'marketing plan', 'c sharp (programming language)', 'personality', 'cipher', 'forecasting', 'personal branding']",problem solving  marketing plan  c sharp (programming language)  personality  cipher  forecasting  personal branding,7,81.21,66.29,77.24,74.91
249,"['null coalescing operator', 'schedule', 'business communication', 'negotiation', 'international law', 'lecture', 'evolution']",null coalescing operator  schedule  business communication  negotiation  international law  lecture  evolution,7,65.94,67.66,58.12,63.91
250,"['decision making', 'business analytics', 'risk factor', 'web application', 'cloud platforms']",decision making  business analytics  risk factor  web application  cloud platforms,5,63.92,58.78,63.29,62.0
251,"['risk factor', 'ecosystems', 'logistic regression', 'machine learning', 'cross-cultural communication', 'financial markets', 'chinese language']",risk factor  ecosystems  logistic regression  machine learning  cross-cultural communication  financial markets  chinese language,7,87.64,63.61,100.0,83.75
252,"['geographic information system', 'electrical engineering', 'deployment environment', 'tracking']",geographic information system  electrical engineering  deployment environment  tracking,4,80.92,77.22,64.7,74.28
253,"['business analysis', 'digital marketing', 'virtual machine', 'recommender systems']",business analysis  digital marketing  virtual machine  recommender systems,4,83.4,68.09,76.46,75.99
254,"['storytelling', 'syntax', 'political science', 'strategic management', 'web development', 'verification and validation']",storytelling  syntax  political science  strategic management  web development  verification and validation,6,100.0,73.85,88.79,87.55
255,"['video game development', 'inventory', 'css', 'photography', 'booking']",video game development  inventory  css  photography  booking,5,66.56,74.58,96.25,79.13
256,"['physics', 'war', 'intellectual property', 'health policy', 'ternary conditional operator', 'behavioral economics']",physics  war  intellectual property  health policy  ternary conditional operator  behavioral economics,6,67.48,96.75,83.49,82.57
257,"['research methods', 'budget', 'international law', 'process', 'predictive analytics']",research methods  budget  international law  process  predictive analytics,5,68.25,82.59,86.67,79.17
258,"['benefits', 'matlab', 'hypothesis']",benefits  matlab  hypothesis,3,82.46,56.16,66.27,68.3
259,"['calibration', 'use case', 'test case']",calibration  use case  test case,3,72.03,74.11,82.45,76.19
260,"['missing data', 'process management', 'systems design', 'spreadsheet', 'audience', 'population', 'supply chain']",missing data  process management  systems design  spreadsheet  audience  population  supply chain,7,77.13,58.98,79.56,71.89
261,"['java annotation', 'training and development', 'psychology', 'relational database']",java annotation  training and development  psychology  relational database,4,82.33,81.72,87.97,84.0
262,"['biodiversity', 'power electronics', 'chinese language', 'linearity']",biodiversity  power electronics  chinese language  linearity,4,85.01,80.51,74.16,79.89
263,"['rendering (computer graphics)', 'demand', 'asset']",rendering (computer graphics)  demand  asset,3,55.07,80.16,77.49,70.91
264,"['phenomenon', 'philosophy', 'schedule', 'scaling']",phenomenon  philosophy  schedule  scaling,4,78.26,59.68,62.03,66.66
265,"['data model', 'matching', 'measurement', 'human resources', 'modeling', 'online learning', 'leadership development']",data model  matching  measurement  human resources  modeling  online learning  leadership development,7,87.64,74.53,83.18,81.78
266,"['banking', 'war', 'law', 'bitcoin', 'kubernetes', 'cash flow', 'statistical analysis']",banking  war  law  bitcoin  kubernetes  cash flow  statistical analysis,7,75.34,75.36,86.26,78.99
267,"['human voice', 'general statistics', 'trading', 'cryptography', 'latex', 'business model canvas']",human voice  general statistics  trading  cryptography  latex  business model canvas,6,68.81,76.15,69.45,71.47
268,"['cost', 'long short-term memory', 'international law', 'music', 'computer vision', 'test set', 'business strategy']",cost  long short-term memory  international law  music  computer vision  test set  business strategy,7,69.79,71.29,77.67,72.91
269,"['statistical classification', 'medicine', 'korean language', 'computer programming', 'search engine optimization']",statistical classification  medicine  korean language  computer programming  search engine optimization,5,69.26,90.07,64.26,74.53
270,"['path (variable)', 'resource', 'marketing plan']",path (variable)  resource  marketing plan,3,72.76,69.72,92.36,78.28
271,"['marketing strategy', 'internality', 'disease']",marketing strategy  internality  disease,3,77.36,87.38,57.17,73.97
272,"['linear model', 'qualitative research', 'economy', 'exploratory data analysis']",linear model  qualitative research  economy  exploratory data analysis,4,78.2,85.68,75.99,79.96
273,"['data analysis', 'business case', 'inflation', 'chi-squared distribution']",data analysis  business case  inflation  chi-squared distribution,4,87.79,68.79,91.91,82.83
274,"['social work', 'search engine optimization', 'art history', 'leadership and management', 'user interface', 'confidence', 'therapy']",social work  search engine optimization  art history  leadership and management  user interface  confidence  therapy,7,100.0,70.65,69.65,80.1
275,"['customer relationship management', 'data type', 'display devices', 'verification and validation', 'dataflow', 'phenomenon']",customer relationship management  data type  display devices  verification and validation  dataflow  phenomenon,6,92.44,93.95,68.73,85.04
276,"['openfabrics alliance', 'materials', 'fintech']",openfabrics alliance  materials  fintech,3,69.96,71.62,58.87,66.81
277,"['unix', 'humanitarian', 'political science', 'finance business finance', 'six sigma', 'flask']",unix  humanitarian  political science  finance business finance  six sigma  flask,6,63.98,62.95,65.79,64.24
278,"['project management', 'ecosystems', 'mathematics', 'studentized residual', 'php']",project management  ecosystems  mathematics  studentized residual  php,5,74.58,77.81,93.61,82.0
279,"['human learning', 'microsoft excel', 'relative change and difference', 'security', 'p-value', 'data structures']",human learning  microsoft excel  relative change and difference  security  p-value  data structures,6,63.02,86.81,72.43,74.09
280,"['training and development', 'copywriting', 'game theory', 'banking']",training and development  copywriting  game theory  banking,4,74.41,83.1,61.53,73.01
281,"['maximization (psychology)', 'spreadsheet', 'chinese language', 'russian', 'computer architecture', 'humanitarian']",maximization (psychology)  spreadsheet  chinese language  russian  computer architecture  humanitarian,6,79.59,77.0,80.91,79.17
282,"['data security', 'health care', 'population']",data security  health care  population,3,78.47,100.0,67.35,81.94
283,"['critical thinking', 'personality', 'cancer', 'exercise', 'power electronics', 'logistic regression', 'apache']",critical thinking  personality  cancer  exercise  power electronics  logistic regression  apache,7,68.63,67.52,68.33,68.16
284,"['bayesian', 'negotiation', 'relative change and difference', 'mechanical design', 'financial markets', 'mobile development']",bayesian  negotiation  relative change and difference  mechanical design  financial markets  mobile development,6,67.35,89.27,92.05,82.89
285,"['mechanical engineering', 'experiment', 'apache spark']",mechanical engineering  experiment  apache spark,3,68.15,65.01,80.66,71.27
286,"['chemical engineering', 'leadership', 'crisis', 'convolutional neural network', 'artificial neural networks']",chemical engineering  leadership  crisis  convolutional neural network  artificial neural networks,5,68.37,82.6,77.44,76.13
287,"['project planning', 'corporate bond', 'project management', 'political science', 'user (computing)']",project planning  corporate bond  project management  political science  user (computing),5,56.81,93.57,96.55,82.31
288,"['business intelligence', 'analytics', 'geographic information system']",business intelligence  analytics  geographic information system,3,67.65,70.35,78.43,72.14
289,"['cryptography', 'sound', 'type i and type ii errors', 'security']",cryptography  sound  type i and type ii errors  security,4,79.01,82.9,99.12,87.01
290,"['cloud computing', 'i-deas', 'fintech', 'integral', 'compiler', 'autocad']",cloud computing  i-deas  fintech  integral  compiler  autocad,6,72.88,65.42,58.45,65.58
291,"['pandas', 'writing', 'value proposition', 'privacy']",pandas  writing  value proposition  privacy,4,66.23,74.6,96.53,79.12
292,"['cloud computing', 'regression analysis', 'therapy']",cloud computing  regression analysis  therapy,3,68.79,77.69,74.8,73.76
293,"['algorithms', 'web', 'running', 'sustainability', 'food science', 'creativity', 'image processing']",algorithms  web  running  sustainability  food science  creativity  image processing,7,89.26,100.0,68.63,85.96
294,"['.properties', 'use case', 'manufacturing process management', 'fluid mechanics', 'studentized residual', 'organizational structure']",.properties  use case  manufacturing process management  fluid mechanics  studentized residual  organizational structure,6,69.13,87.53,83.18,79.95
295,"['business writing', 'schedule', 'marketing mix', 'booking']",business writing  schedule  marketing mix  booking,4,97.16,82.01,70.69,83.29
296,"['software testing', 'research methods', 'spreadsheet', 'anatomy', 'mongodb', 'project mine', 'augmented assignment']",software testing  research methods  spreadsheet  anatomy  mongodb  project mine  augmented assignment,7,82.09,88.3,84.85,85.08
297,"['mechanical design', 'generation', 'algorithms', 'market analysis', 'booking', 'listening']",mechanical design  generation  algorithms  market analysis  booking  listening,6,81.09,87.8,89.03,85.97
298,"['virtual machine', 'choice', 'systems thinking', 'language learning']",virtual machine  choice  systems thinking  language learning,4,91.59,82.78,72.99,82.46
299,"['augmented reality', 'machine learning data-science machine-learning', 'solar systems', 'leadership development']",augmented reality  machine learning data-science machine-learning  solar systems  leadership development,4,76.76,89.48,65.2,77.15
300,"['product development', 'public-key cryptography', 'war', 'distributed computing']",product development  public-key cryptography  war  distributed computing,4,79.42,70.28,75.34,75.02
301,"['bioinformatics', 'privacy', 'art', 'infection']",bioinformatics  privacy  art  infection,4,90.34,77.29,75.56,81.06
302,"['augmented assignment', 'email', 'audience', 'inventory']",augmented assignment  email  audience  inventory,4,58.68,83.96,82.75,75.13
303,"['running', 'neuroscience', 'software engineering', 'proposition', 'generation']",running  neuroscience  software engineering  proposition  generation,5,100.0,71.31,77.63,82.98
304,"['economics', 'hyperparameter', 'market analysis']",economics  hyperparameter  market analysis,3,77.99,93.93,73.86,81.93
305,"['language', 'health care', 'computer architecture']",language  health care  computer architecture,3,78.35,82.29,77.24,79.29
306,"['personality', 'node.js', 'photography', 'mobile development', 'lecture']",personality  node.js  photography  mobile development  lecture,5,69.64,77.33,87.88,78.29
307,"['recursion', 'recursively enumerable set', 'mathematics', 'sales management']",recursion  recursively enumerable set  mathematics  sales management,4,62.68,76.6,66.6,68.63
308,"['business plan', 'patient', 'business communication', 'perception', 'tracking']",business plan  patient  business communication  perception  tracking,5,89.34,56.72,68.29,71.45
309,"['solar energy', 'infection', 'java (software platform)', 'chinese language']",solar energy  infection  java (software platform)  chinese language,4,79.53,93.79,74.21,82.51
310,"['keras', 'inflation', 'interactivity']",keras  inflation  interactivity,3,68.34,97.57,57.62,74.51
311,"['trading', 'pedagogy', 'death', 'piano', 'machine learning', 'plotly']",trading  pedagogy  death  piano  machine learning  plotly,6,48.61,80.28,68.98,65.96
312,"['manufacturing process management', 'use case', 'personal advertisement']",manufacturing process management  use case  personal advertisement,3,62.75,83.5,77.93,74.72
313,"['writing', 'benefits', 'business', 'web service', 'object detection']",writing  benefits  business  web service  object detection,5,68.23,59.64,85.47,71.11
314,"['robotics', 'data science', 'approximation error', 'creative writing', 'troubleshooting']",robotics  data science  approximation error  creative writing  troubleshooting,5,82.8,73.81,97.16,84.59
315,"['arduino', 'computer program', 'blockchain', 'financial markets', 'mathematical optimization', 'marketing plan']",arduino  computer program  blockchain  financial markets  mathematical optimization  marketing plan,6,62.16,56.69,66.7,61.85
316,"['strategic thinking', 'arcgis', 'training and development', 'customer relationship management', 'population', 'matrices']",strategic thinking  arcgis  training and development  customer relationship management  population  matrices,6,74.45,77.92,72.11,74.83
317,"['piano', 'business analytics', 'surgery', 'convolutional neural network', 'self-awareness']",piano  business analytics  surgery  convolutional neural network  self-awareness,5,79.22,59.98,92.33,77.18
318,"['neuroscience', 'interpretation', 'html', 'game design', 'cloud platforms']",neuroscience  interpretation  html  game design  cloud platforms,5,74.01,88.41,79.11,80.51
319,"['download', 'regression analysis', 'sales']",download  regression analysis  sales,3,80.48,81.84,80.37,80.9
320,"['stock', 'collaboration', 'google cloud platform', 'github', 'plant', 'epidemiology']",stock  collaboration  google cloud platform  github  plant  epidemiology,6,82.71,90.95,77.36,83.67
321,"['hyperparameter', 'randomness', 'email', 'computational biology', 'continuous function', 'budget', 'predictive analytics']",hyperparameter  randomness  email  computational biology  continuous function  budget  predictive analytics,7,83.51,73.92,92.28,83.24
322,"['planning', 'c programming', 'japanese language', 'logic']",planning  c programming  japanese language  logic,4,66.88,96.61,74.52,79.34
323,"['sources', 'software development process', 'illustration']",sources  software development process  illustration,3,57.83,76.54,66.83,67.07
324,"['data mining', 'wireless', 'design pattern', 'marketing plan', 'resource']",data mining  wireless  design pattern  marketing plan  resource,5,85.09,67.17,69.65,73.97
325,"['compiler', 'email writing', 'corporate bond', 'financial statement']",compiler  email writing  corporate bond  financial statement,4,52.33,69.57,45.91,55.94
326,"['anxiety', 'marketing mix', 'spreadsheet', 'supply chain management', 'matlab', 'project']",anxiety  marketing mix  spreadsheet  supply chain management  matlab  project,6,55.99,84.12,84.43,74.85
327,"['computer vision', 'unix shells', 'c dynamic memory allocation', 'bitcoin', 'internality', 'neuroscience', 'public-key cryptography']",computer vision  unix shells  c dynamic memory allocation  bitcoin  internality  neuroscience  public-key cryptography,7,80.11,63.4,74.43,72.64
328,"['openfabrics alliance', 'opencv', 'sustainability', 'budget', 'computer graphics', 'investment', 'population']",openfabrics alliance  opencv  sustainability  budget  computer graphics  investment  population,7,74.96,61.1,93.04,76.37
329,"['safety', 'linguistics', 'computer programming computer-science software-development', 'specification (technical standard)', 'teaching method', 'distributed computing']",safety  linguistics  computer programming computer-science software-development  specification (technical standard)  teaching method  distributed computing,6,85.53,72.35,75.32,77.73
330,"['permutations', 'relative change and difference', 'behavior', 'computer architecture']",permutations  relative change and difference  behavior  computer architecture,4,77.5,50.5,72.03,66.68
331,"['customer experience', 'interact', 'databases', 'data structures', 'java programming', 'experimental design', 'load balancing']",customer experience  interact  databases  data structures  java programming  experimental design  load balancing,7,66.82,62.98,71.63,67.14
332,"['human voice', 'business communication', 'game theory', 'educational psychology', 'web development', 'specification (technical standard)', 'health policy']",human voice  business communication  game theory  educational psychology  web development  specification (technical standard)  health policy,7,96.57,82.69,68.15,82.47
333,"['version control', 'intellectual property', 'use case', 'six sigma']",version control  intellectual property  use case  six sigma,4,81.87,91.79,86.1,86.59
334,"['relative change and difference', 'decision making', 'terrorism']",relative change and difference  decision making  terrorism,3,75.72,67.24,83.38,75.44
335,"['customer relationship management', 'deep learning data-science machine-learning', 'verification and validation', 'training and development', 'leadership and management business leadership-and-management', 'storytelling', 'audience']",customer relationship management  deep learning data-science machine-learning  verification and validation  training and development  leadership and management business leadership-and-management  storytelling  audience,7,79.72,85.74,82.62,82.7
336,"['business model canvas', 'authentication', 'swift programming']",business model canvas  authentication  swift programming,3,87.59,68.58,90.81,82.33
337,"['english language', 'supply chain', 'organizational structure', 'user interface', 'writing']",english language  supply chain  organizational structure  user interface  writing,5,77.37,99.9,66.73,81.33
338,"['recursively enumerable set', 'video game development', 'solar energy']",recursively enumerable set  video game development  solar energy,3,95.83,77.37,67.18,80.13
339,"['intellectual', 'python programming data-science machine-learning', 'foreign policy', 'object detection', 'informatics']",intellectual  python programming data-science machine-learning  foreign policy  object detection  informatics,5,69.19,71.16,80.09,73.48
340,"['breach (security exploit)', 'big data', 'data mining', 'photography', 'organizational culture', 'python syntax and semantics']",breach (security exploit)  big data  data mining  photography  organizational culture  python syntax and semantics,6,81.27,68.12,74.71,74.7
341,"['emotions', 'lesson plan', 'trigonometric integral', 'creativity', 'internet of things', 'iteration']",emotions  lesson plan  trigonometric integral  creativity  internet of things  iteration,6,100.0,95.73,80.24,91.99
342,"['news', 'computer-aided design', 'matrices', 'running', 'stock']",news  computer-aided design  matrices  running  stock,5,75.46,76.44,82.36,78.09
343,"['iteration', 'food science', 'professional development']",iteration  food science  professional development,3,62.73,71.91,54.98,63.2
344,"['gratitude', 'population', 'fundraising']",gratitude  population  fundraising,3,79.79,82.77,69.2,77.25
345,"['change management', 'awareness', 'illustration', 'missing data']",change management  awareness  illustration  missing data,4,93.89,60.29,57.43,70.54
346,"['p-value', 'funds', 'data science', 'keras', 'switches', 'internet of things', 'ecology']",p-value  funds  data science  keras  switches  internet of things  ecology,7,77.69,87.57,95.21,86.82
347,"['regression', 'running', 'project', 'interfaces']",regression  running  project  interfaces,4,69.49,87.94,74.54,77.33
348,"['angular', 'calibration', 'mysql', 'renewable energy', 'privacy', 'fluid mechanics']",angular  calibration  mysql  renewable energy  privacy  fluid mechanics,6,72.93,85.6,82.83,80.45
349,"['tailored access operations', 'manufacturing process management', 'autodesk', 'awareness']",tailored access operations  manufacturing process management  autodesk  awareness,4,56.08,92.72,91.56,80.12
350,"['recruitment', 'therapy', 'project mine', 'hyperparameter', 'social media marketing']",recruitment  therapy  project mine  hyperparameter  social media marketing,5,67.49,79.75,80.93,76.06
351,"['civil engineering', 'performance', 'consumer behaviour']",civil engineering  performance  consumer behaviour,3,78.13,68.4,66.94,71.15
